"electiondate","party","auftraggeber","date","poll_share","vote_share","vote_share_l1","electiondate_l1","electiondate_lead1"
2017-09-24,"spd","INSA",2016-05-17,19.5,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Forsa",2016-05-17,19,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Allensbach",2016-05-17,21,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Allensbach",2016-05-17,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"pir","Forsa",2016-05-17,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"pir","INSA",2016-05-17,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","INSA",2016-05-17,10.5,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"lin","Forsa",2016-05-17,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"lin","Allensbach",2016-05-17,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Allensbach",2016-05-17,11.5,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"gru","Forsa",2016-05-17,14,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"gru","INSA",2016-05-17,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","INSA",2016-05-17,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fw","Allensbach",2016-05-17,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fw","Forsa",2016-05-17,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Allensbach",2016-05-17,8,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Forsa",2016-05-17,7,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"fdp","INSA",2016-05-17,7.5,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Allensbach",2016-05-17,33.5,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"cdu","INSA",2016-05-17,30.5,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Forsa",2016-05-17,34,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Allensbach",2016-05-17,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Forsa",2016-05-17,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"bsw","INSA",2016-05-17,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Allensbach",2016-05-17,12.5,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"afd","INSA",2016-05-17,15,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"afd","Forsa",2016-05-17,11,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Verian (Kantar Public. Emnid)",2016-05-14,23,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Verian (Kantar Public. Emnid)",2016-05-14,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Verian (Kantar Public. Emnid)",2016-05-14,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Verian (Kantar Public. Emnid)",2016-05-14,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Verian (Kantar Public. Emnid)",2016-05-14,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Verian (Kantar Public. Emnid)",2016-05-14,5,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Verian (Kantar Public. Emnid)",2016-05-14,33,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Verian (Kantar Public. Emnid)",2016-05-14,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Verian (Kantar Public. Emnid)",2016-05-14,13,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Politbarometer",2016-05-13,21,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Politbarometer",2016-05-13,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Politbarometer",2016-05-13,8,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Politbarometer",2016-05-13,14,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Politbarometer",2016-05-13,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Politbarometer",2016-05-13,7,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Politbarometer",2016-05-13,33,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Politbarometer",2016-05-13,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Politbarometer",2016-05-13,13,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Forsa",2016-05-11,21,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Forsa",2016-05-11,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Forsa",2016-05-11,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Forsa",2016-05-11,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Forsa",2016-05-11,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Forsa",2016-05-11,8,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Forsa",2016-05-11,34,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Forsa",2016-05-11,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Forsa",2016-05-11,10,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","INSA",2016-05-09,19.5,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","INSA",2016-05-09,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","INSA",2016-05-09,10,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","INSA",2016-05-09,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","INSA",2016-05-09,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","INSA",2016-05-09,8,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","INSA",2016-05-09,30.5,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","INSA",2016-05-09,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","INSA",2016-05-09,15,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Verian (Kantar Public. Emnid)",2016-05-07,22,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Verian (Kantar Public. Emnid)",2016-05-07,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Verian (Kantar Public. Emnid)",2016-05-07,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Verian (Kantar Public. Emnid)",2016-05-07,12,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Verian (Kantar Public. Emnid)",2016-05-07,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Verian (Kantar Public. Emnid)",2016-05-07,6,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Verian (Kantar Public. Emnid)",2016-05-07,32,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Verian (Kantar Public. Emnid)",2016-05-07,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Verian (Kantar Public. Emnid)",2016-05-07,14,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Infratest Dimap",2016-05-04,20,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Infratest Dimap",2016-05-04,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Infratest Dimap",2016-05-04,8,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Infratest Dimap",2016-05-04,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Infratest Dimap",2016-05-04,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Infratest Dimap",2016-05-04,6,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Infratest Dimap",2016-05-04,33,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Infratest Dimap",2016-05-04,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Infratest Dimap",2016-05-04,15,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Forsa",2016-05-03,21,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Forsa",2016-05-03,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Forsa",2016-05-03,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Forsa",2016-05-03,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Forsa",2016-05-03,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Forsa",2016-05-03,8,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Forsa",2016-05-03,34,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Forsa",2016-05-03,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Forsa",2016-05-03,9,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","INSA",2016-05-02,19.5,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","INSA",2016-05-02,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","INSA",2016-05-02,10,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","INSA",2016-05-02,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","INSA",2016-05-02,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","INSA",2016-05-02,8,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","INSA",2016-05-02,32,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","INSA",2016-05-02,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","INSA",2016-05-02,13.5,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Verian (Kantar Public. Emnid)",2016-04-30,22,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Verian (Kantar Public. Emnid)",2016-04-30,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Verian (Kantar Public. Emnid)",2016-04-30,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Verian (Kantar Public. Emnid)",2016-04-30,12,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Verian (Kantar Public. Emnid)",2016-04-30,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Verian (Kantar Public. Emnid)",2016-04-30,6,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Verian (Kantar Public. Emnid)",2016-04-30,33,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Verian (Kantar Public. Emnid)",2016-04-30,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Verian (Kantar Public. Emnid)",2016-04-30,13,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Forsa",2016-04-27,22,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Forsa",2016-04-27,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Forsa",2016-04-27,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Forsa",2016-04-27,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Forsa",2016-04-27,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Forsa",2016-04-27,8,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Forsa",2016-04-27,33,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Forsa",2016-04-27,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Forsa",2016-04-27,10,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","INSA",2016-04-25,19.5,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","INSA",2016-04-25,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","INSA",2016-04-25,10,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","INSA",2016-04-25,14,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","INSA",2016-04-25,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","INSA",2016-04-25,8,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","INSA",2016-04-25,31,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","INSA",2016-04-25,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","INSA",2016-04-25,13.5,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Verian (Kantar Public. Emnid)",2016-04-23,22,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Verian (Kantar Public. Emnid)",2016-04-23,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Verian (Kantar Public. Emnid)",2016-04-23,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Verian (Kantar Public. Emnid)",2016-04-23,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Verian (Kantar Public. Emnid)",2016-04-23,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Verian (Kantar Public. Emnid)",2016-04-23,6,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Verian (Kantar Public. Emnid)",2016-04-23,33,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Verian (Kantar Public. Emnid)",2016-04-23,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Verian (Kantar Public. Emnid)",2016-04-23,12,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Politbarometer",2016-04-22,22,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Infratest Dimap",2016-04-22,21,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Infratest Dimap",2016-04-22,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"pir","Politbarometer",2016-04-22,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Infratest Dimap",2016-04-22,8,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"lin","Politbarometer",2016-04-22,8,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Politbarometer",2016-04-22,14,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"gru","Infratest Dimap",2016-04-22,12,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Infratest Dimap",2016-04-22,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fw","Politbarometer",2016-04-22,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Infratest Dimap",2016-04-22,7,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Politbarometer",2016-04-22,7,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Infratest Dimap",2016-04-22,33,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Politbarometer",2016-04-22,33,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Infratest Dimap",2016-04-22,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Politbarometer",2016-04-22,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Infratest Dimap",2016-04-22,14,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"afd","Politbarometer",2016-04-22,12,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","GMS",2016-04-21,21,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","GMS",2016-04-21,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","GMS",2016-04-21,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","GMS",2016-04-21,12,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","GMS",2016-04-21,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","GMS",2016-04-21,7,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","GMS",2016-04-21,35,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","GMS",2016-04-21,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","GMS",2016-04-21,11,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Forsa",2016-04-20,21,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Allensbach",2016-04-20,23,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Allensbach",2016-04-20,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"pir","Forsa",2016-04-20,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Forsa",2016-04-20,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"lin","Allensbach",2016-04-20,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Allensbach",2016-04-20,11,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"gru","Forsa",2016-04-20,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Forsa",2016-04-20,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fw","Allensbach",2016-04-20,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Allensbach",2016-04-20,8,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Forsa",2016-04-20,7,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Allensbach",2016-04-20,33.5,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Forsa",2016-04-20,34,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Allensbach",2016-04-20,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Forsa",2016-04-20,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Allensbach",2016-04-20,10.5,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"afd","Forsa",2016-04-20,11,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","INSA",2016-04-18,19.5,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","INSA",2016-04-18,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","INSA",2016-04-18,9.5,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","INSA",2016-04-18,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","INSA",2016-04-18,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","INSA",2016-04-18,7,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","INSA",2016-04-18,31.5,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","INSA",2016-04-18,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","INSA",2016-04-18,13.5,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Verian (Kantar Public. Emnid)",2016-04-16,22,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Verian (Kantar Public. Emnid)",2016-04-16,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Verian (Kantar Public. Emnid)",2016-04-16,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Verian (Kantar Public. Emnid)",2016-04-16,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Verian (Kantar Public. Emnid)",2016-04-16,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Verian (Kantar Public. Emnid)",2016-04-16,7,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Verian (Kantar Public. Emnid)",2016-04-16,33,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Verian (Kantar Public. Emnid)",2016-04-16,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Verian (Kantar Public. Emnid)",2016-04-16,11,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Forsa",2016-04-13,21,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Forsa",2016-04-13,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Forsa",2016-04-13,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Forsa",2016-04-13,14,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Forsa",2016-04-13,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Forsa",2016-04-13,7,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Forsa",2016-04-13,34,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Forsa",2016-04-13,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Forsa",2016-04-13,10,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","INSA",2016-04-11,19.5,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","INSA",2016-04-11,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","INSA",2016-04-11,9.5,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","INSA",2016-04-11,13.5,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","INSA",2016-04-11,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","INSA",2016-04-11,7.5,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","INSA",2016-04-11,31.5,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","INSA",2016-04-11,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","INSA",2016-04-11,12.5,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Verian (Kantar Public. Emnid)",2016-04-09,22,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Verian (Kantar Public. Emnid)",2016-04-09,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Verian (Kantar Public. Emnid)",2016-04-09,8,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Verian (Kantar Public. Emnid)",2016-04-09,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Verian (Kantar Public. Emnid)",2016-04-09,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Verian (Kantar Public. Emnid)",2016-04-09,7,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Verian (Kantar Public. Emnid)",2016-04-09,34,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Verian (Kantar Public. Emnid)",2016-04-09,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Verian (Kantar Public. Emnid)",2016-04-09,12,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Politbarometer",2016-04-08,22,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Politbarometer",2016-04-08,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Politbarometer",2016-04-08,7,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Politbarometer",2016-04-08,12,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Politbarometer",2016-04-08,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Politbarometer",2016-04-08,7,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Politbarometer",2016-04-08,36,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Politbarometer",2016-04-08,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Politbarometer",2016-04-08,12,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Infratest Dimap",2016-04-07,21,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Infratest Dimap",2016-04-07,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Infratest Dimap",2016-04-07,7,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Infratest Dimap",2016-04-07,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Infratest Dimap",2016-04-07,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Infratest Dimap",2016-04-07,7,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Infratest Dimap",2016-04-07,34,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Infratest Dimap",2016-04-07,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Infratest Dimap",2016-04-07,14,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Forsa",2016-04-06,21,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Forsa",2016-04-06,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Forsa",2016-04-06,8,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Forsa",2016-04-06,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Forsa",2016-04-06,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Forsa",2016-04-06,7,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Forsa",2016-04-06,35,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","Forsa",2016-04-06,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","Forsa",2016-04-06,10,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","INSA",2016-04-04,20,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","INSA",2016-04-04,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","INSA",2016-04-04,9,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","INSA",2016-04-04,12.5,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","INSA",2016-04-04,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","INSA",2016-04-04,7.5,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","INSA",2016-04-04,32,33,41.5,"2013-09-22","2021-09-26"
2017-09-24,"bsw","INSA",2016-04-04,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"afd","INSA",2016-04-04,13,12.6,4.7,"2013-09-22","2021-09-26"
2017-09-24,"spd","Verian (Kantar Public. Emnid)",2016-04-02,22,20.5,25.7,"2013-09-22","2021-09-26"
2017-09-24,"pir","Verian (Kantar Public. Emnid)",2016-04-02,NA,NA,NA,"2013-09-22","2021-09-26"
2017-09-24,"lin","Verian (Kantar Public. Emnid)",2016-04-02,8,9.2,8.6,"2013-09-22","2021-09-26"
2017-09-24,"gru","Verian (Kantar Public. Emnid)",2016-04-02,13,8.9,8.4,"2013-09-22","2021-09-26"
2017-09-24,"fw","Verian (Kantar Public. Emnid)",2016-04-02,NA,1,NA,"2013-09-22","2021-09-26"
2017-09-24,"fdp","Verian (Kantar Public. Emnid)",2016-04-02,6,10.7,4.8,"2013-09-22","2021-09-26"
2017-09-24,"cdu","Verian (Kantar Public. Emnid)",2016-04-02,33,33,41.5,"2013-09-22","2021-09-26"
